Avatar4321	Anthony Weiner	per	pos-towards	1.1177777777777784	And Weiner highlighted why he should go into early retirement.	2010-08-12T10:07:00
The Rabbi	you	per	neg-towards	-1.83	And when you lie about to a grand jury and attempt to cover it up you get into trouble.	2011-05-29T17:12:00
The Rabbi	Hillary Clinton	per	neg-towards	-1.2855555555555558	Clinton was not innocent.	2011-05-30T08:58:00
The Rabbi	Senate	org	neg-towards	-1.503333333333333	The Senate lacked the will to remove him.	2011-05-30T08:58:00
The Rabbi	Dums	org	pos-towards	0.7366666666666664	But because the Dums have made this kind of nonsense the basis for their attacks on the GOP it is delightful to see them hoist by their own petard.	2011-05-29T11:25:00
The Rabbi	GOP	org	pos-towards	1.9033333333333324	But because the Dums have made this kind of nonsense the basis for their attacks on the GOP it is delightful to see them hoist by their own petard.	2011-05-29T11:25:00
The Rabbi	Left	org	pos-towards	0.9466666666666663	And I thought the Left was pro-feminist. Silly me.	2011-05-29T15:20:00
The Rabbi	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	1.514444444444445	Some libtard did to deflect from the real issue, which is Anthony's Wiener.	2011-05-29T17:12:00
The Rabbi	Republican	org	pos-towards	0.5966666666666676	If he were a Republican it would show his unfitness for office.	2011-05-30T18:04:00
Ravi	Sarah Palin	per	neg-towards	-0.5	Maybe one of his pimps is the hacker, it sounds exactly like something he would do.	2011-05-29T04:13:00
Ravi	You	per	neg-towards	-1.612222222222222	You wouldn't know a wiener if it smacked you in the face.	2011-05-29T19:05:00
Ravi	Politicians	per	neg-towards	-2.203333333333333	Politicians can be pretty stupid.	2011-05-30T18:57:00
Ravi	one	per	neg-towards	-2.203333333333333	Sorry, no one is as stupid as Palin.	2011-05-30T19:02:00
Ravi	Sarah Palin	per	neg-towards	-2.203333333333333	Sorry, no one is as stupid as Palin.	2011-05-30T19:02:00
Ravi	Dave Arnold	per	neg-towards	-0.2900000000000005	I never thought he should have been busted for a criminal act.	2011-05-31T19:40:00
Ravi	Sarah Palin	per	pos-towards	1.8488888888888884	Maybe one of his pimps is the hacker, it sounds exactly like something he would do.	2011-05-29T04:13:00
Ravi	whoever	per	pos-towards	0.884444444444445	I think whoever is responsible for this should go to jail.	2011-05-29T18:53:00
Ravi	he	per	pos-towards	1.98111111111111	Oh, I didn't say he wasn't stupid.	2011-05-29T19:05:00
Ravi	Politicians	per	pos-towards	2.0277777777777786	Politicians can be pretty stupid.	2011-05-30T18:57:00
Luissa	Rep Anthony Weiner	per	pos-towards	1.0166666666666666	Have no idea what is going on, but the blogger could at least get Bellingham right.	2011-05-29T11:17:00
Luissa	Bellingham	gpe	pos-towards	1.0166666666666666	Have no idea what is going on, but the blogger could at least get Bellingham right.	2011-05-29T11:17:00
Luissa	they	per	pos-towards	2.782222222222222	I love it when people live on the Westside, they always say they live in Seattle.	2011-05-29T11:17:00
Shooter	Hillary Clinton	per	neg-towards	-0.7333333333333334	Unless history was rewritten overnight Clinton wasn't impeached for getting a blowjob.	2011-05-29T15:21:00
Shooter	jury	per	neg-towards	-1.83	It was for lying under oath to a federal grand jury.	2011-05-29T15:21:00
Shooter	he	per	neg-towards	-1.3166666666666664	I understand saying he was impeached for getting a blowjob waters down the reality of the actual crime but it's not remotely close to being truthful.	2011-05-29T15:21:00
Shooter	brother	per	neg-towards	-1.184444444444444	Sorry, brother. Your spin fails.	2011-05-29T15:21:00
Shooter	Jim McGreevey	per	neg-towards	-1.83	But he did when he lied under oath to a federal grand jury.	2011-05-30T00:47:00
Shooter	jury	per	neg-towards	-1.83	But he did when he lied under oath to a federal grand jury.	2011-05-30T00:47:00
Shooter	Rep Anthony Weiner	per	pos-towards	2.299999999999999	The man is a joke.	2011-05-29T11:22:00
Shooter	Rep Anthony Weiner	per	pos-towards	1.0555555555555554	I guess the good news is he didn't exit reality, text his staff pretending to be his children and dress up in tiger suits...	2011-05-29T11:22:00
Shooter	Hillary Clinton	per	pos-towards	1.094444444444444	Unless history was rewritten overnight Clinton wasn't impeached for getting a blowjob.	2011-05-29T15:21:00
LadyGunSlinger	your	per	neg-towards	-1.581111111111111	secondly, by your own admission WEINERGATE, you were on Twitter just four minutes after sending your 21 year old mistress a picture of your PATHETIC PETER.	2011-05-29T13:45:00
LadyGunSlinger	liars	per	neg-towards	0.06777777777777771	Fucking liars.	2011-05-29T16:10:00
LadyGunSlinger	Andrew Breitbart	per	neg-towards	-1.1999999999999997	<img src="http://www.usmessageboard.com/images/smilies/lol.gif"/> <img src="http://www.usmessageboard.com/images/smilies/whip.gif"/> He needs a "Weiner" Whip..	2011-05-30T13:48:00
LadyGunSlinger	You	per	neg-towards	-1.9155555555555552	lol You crack me up~ ;-)	2011-05-31T08:32:00
LadyGunSlinger	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	2.299999999999999	So that weasel Anthony Weiner got caught playing trouser hockey on Twitter and claims he was hacked?!!	2011-05-29T13:45:00
LadyGunSlinger	Twitter	per	pos-towards	2.299999999999999	So that weasel Anthony Weiner got caught playing trouser hockey on Twitter and claims he was hacked?!!	2011-05-29T13:45:00
LadyGunSlinger	your	per	pos-towards	0.5966666666666676	secondly, by your own admission WEINERGATE, you were on Twitter just four minutes after sending your 21 year old mistress a picture of your PATHETIC PETER.	2011-05-29T13:45:00
LadyGunSlinger	You	per	pos-towards	1.0477777777777781	You liberal losers are still soaking your panties over Boooooooooooooosh..	2011-05-29T16:02:00
LadyGunSlinger	losers	per	pos-towards	0.7211111111111119	You liberal losers are still soaking your panties over Boooooooooooooosh..	2011-05-29T16:02:00
LadyGunSlinger	You	per	pos-towards	1.6544444444444437	You're more than welcome to exit this thread..	2011-05-29T16:29:00
Foxfyre	who	per	neg-towards	-0.39111111111111097	It isn't as if they are any smarter than the average American and every day you find somebody who risked reputation, marriage, career etc.	2011-05-29T17:51:00
Foxfyre	Boedicca	per	neg-towards	-0.8888888888888893	The circumstantial evidence Boedicca laid out there makes it all look pretty bad.	2011-05-29T17:51:00
Foxfyre	Rep Anthony Weiner	per	neg-towards	-1.8533333333333335	That does not mean I commended him for what he did in any form and I think he greatly offended the prestige and image of his office.	2011-05-30T09:53:00
Foxfyre	Supreme court	org	neg-towards	-1.0911111111111111	I'm not sure about the civil trial but I do know he was indicted by a grand jury, held in contempt by a federal judge, was barred from pleading cases before the Supreme Court, had his license suspended by the Arkansas State Bar.	2011-05-30T09:53:00
Foxfyre	Rep Anthony Weiner	per	neg-towards	-1.2855555555555558	So he was not innocent of the crime of perjury and obstruction of justice.	2011-05-30T09:53:00
Foxfyre	Republican	org	neg-towards	-0.37555555555555564	Old people being shoved off cliffs will be the logo and greedy Republicans snatching school lunches out of the mouths of little kids will lead every Youtube video.	2011-05-31T10:31:00
Foxfyre	Newsmax	gpe	neg-towards	-1.2155555555555555	And here's Newsmax's version which somewhat contradicts the other accounts:	2011-05-31T13:23:00
Foxfyre	Gennette Noble	per	neg-towards	-0.29777777777777814	1) Genette Cordova is backing Anthony Weiner's version of what happened. (Other accounts say that she is not backing his account.	2011-05-31T13:30:00
Foxfyre	Gennette Nicole Cordova	per	neg-towards	-2.071111111111111	2) Even more interesting, the Newsmax account reports: "Cordova says someone using the same Twitter account has harassed her for several months. “I assumed that the Tweet and the picture were their latest attempts at defaming the congressman and harassing his supporters,” she said."	2011-05-31T13:30:00
Foxfyre	Twitter	per	neg-towards	-2.071111111111111	2) Even more interesting, the Newsmax account reports: "Cordova says someone using the same Twitter account has harassed her for several months. “I assumed that the Tweet and the picture were their latest attempts at defaming the congressman and harassing his supporters,” she said."	2011-05-31T13:30:00
Foxfyre	Rep Anthony Weiner	per	neg-towards	-2.071111111111111	2) Even more interesting, the Newsmax account reports: "Cordova says someone using the same Twitter account has harassed her for several months. “I assumed that the Tweet and the picture were their latest attempts at defaming the congressman and harassing his supporters,” she said."	2011-05-31T13:30:00
Foxfyre	supporters	per	neg-towards	-2.071111111111111	2) Even more interesting, the Newsmax account reports: "Cordova says someone using the same Twitter account has harassed her for several months. “I assumed that the Tweet and the picture were their latest attempts at defaming the congressman and harassing his supporters,” she said."	2011-05-31T13:30:00
Foxfyre	Media	org	neg-towards	-0.14999999999999947	If ya'll will visit Boedicca's thread on this subject--it has been moved to Media for some inexplicable reason--you'll find a lot of analysis on this already posted.	2011-05-31T13:45:00
Foxfyre	you	per	neg-towards	-0.14999999999999947	If ya'll will visit Boedicca's thread on this subject--it has been moved to Media for some inexplicable reason--you'll find a lot of analysis on this already posted.	2011-05-31T13:45:00
Foxfyre	you	per	neg-towards	-0.2511111111111113	I'm sure we could go back through your posts and find you taking that exact same position with issues re George W.	2011-05-31T16:48:00
Foxfyre	Newt Gingritch	per	neg-towards	-0.30555555555555536	Bush, Newt Gingrich, Trent Lott, Sarah Palin, etc.	2011-05-31T16:48:00
Foxfyre	Trent Lott	per	neg-towards	-0.38333333333333286	Bush, Newt Gingrich, Trent Lott, Sarah Palin, etc.	2011-05-31T16:48:00
Foxfyre	they	per	pos-towards	2.1677777777777774	It isn't as if they are any smarter than the average American and every day you find somebody who risked reputation, marriage, career etc.	2011-05-29T17:51:00
Foxfyre	you	per	pos-towards	1.0166666666666666	It isn't as if they are any smarter than the average American and every day you find somebody who risked reputation, marriage, career etc.	2011-05-29T17:51:00
Foxfyre	Boedicca	per	pos-towards	0.8066666666666666	The circumstantial evidence Boedicca laid out there makes it all look pretty bad.	2011-05-29T17:51:00
Foxfyre	Twitter	per	pos-towards	0.7366666666666664	But Boedicca's source says Weiner was following the person who got the photo on Twitter.	2011-05-29T17:51:00
Foxfyre	Senate	org	pos-towards	1.0166666666666666	I was opposed to the impeachment and I thought the Senate was right to not expel him.	2011-05-30T09:53:00
Foxfyre	Rep Anthony Weiner	per	pos-towards	1.623333333333333	I was opposed to the impeachment and I thought the Senate was right to not expel him.	2011-05-30T09:53:00
Foxfyre	Rep Anthony Weiner	per	pos-towards	1.4444444444444446	That does not mean I commended him for what he did in any form and I think he greatly offended the prestige and image of his office.	2011-05-30T09:53:00
Foxfyre	office	fac	pos-towards	1.6466666666666665	That does not mean I commended him for what he did in any form and I think he greatly offended the prestige and image of his office.	2011-05-30T09:53:00
Foxfyre	judge	per	pos-towards	0.7055555555555548	I'm not sure about the civil trial but I do know he was indicted by a grand jury, held in contempt by a federal judge, was barred from pleading cases before the Supreme Court, had his license suspended by the Arkansas State Bar.	2011-05-30T09:53:00
Foxfyre	Arkansas State Bar	org	pos-towards	0.5966666666666676	I'm not sure about the civil trial but I do know he was indicted by a grand jury, held in contempt by a federal judge, was barred from pleading cases before the Supreme Court, had his license suspended by the Arkansas State Bar.	2011-05-30T09:53:00
Foxfyre	Rep Anthony Weiner	per	pos-towards	1.094444444444444	But he should not have been impeached.	2011-05-30T09:53:00
Foxfyre	Twitter	per	pos-towards	1.8488888888888884	I didn't even think about that but he DID look like Horshack. <img src="http://www.usmessageboard.com/images/smilies/smile.gif"/>	2011-05-30T10:39:00
Foxfyre	George W. Bush	per	pos-towards	1.5533333333333337	Blame Bush will be possible into the next century.	2011-05-31T10:31:00
Foxfyre	people	per	pos-towards	1.677777777777778	Old people being shoved off cliffs will be the logo and greedy Republicans snatching school lunches out of the mouths of little kids will lead every Youtube video.	2011-05-31T10:31:00
Foxfyre	you	per	pos-towards	0.6277777777777773	That would certainly be what you would expect when a Congressman's account is hacked.	2011-05-31T13:30:00
Foxfyre	Rep Anthony Weiner	per	pos-towards	1.5455555555555556	Congressman, digging for those facts is a legitimate exercise.	2011-05-31T13:40:00
Publius1787	OOOOOWWWWWW	org	neg-towards	-0.5622222222222222	OOOOOWWWWWW SNAP! 	2011-05-29T23:09:00
Care4all	Senate	org	neg-towards	-0.71	the Senate, is the jury in the impeachment proceeding, with the Supreme court chief justice as the Judge residing over the trial.....an acquittal is a not guilty verdict.	2011-05-30T05:01:00
Care4all	Indian	gpe	neg-towards	-1.9544444444444444	I'm sorry, but you are innocent until proven guilty in this country, and that requires a trial.....including impeachment....	2011-05-30T05:26:00
